Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
sun397,87002,40,2,256,0.0029424610928484403,13594.0625,1.00341796875,341.0131645202637,116.99209150364524,13687.149474397302,39759.94509765681
sun397,87002,40,2,512,0.0058849221856968805,6797.03125,1.2646484375,214.8963737487793,104.26281471086607,10870.73453143239,17716.940245067908
sun397,87002,40,2,1024,0.011769844371393761,3398.515625,1.66015625,141.05167388916016,96.78177885946322,9366.712719202042,8222.85969172951
sun397,87002,40,2,2048,0.023539688742787522,1699.2578125,2.24609375,95.41730880737305,92.58859993629032,8572.648838162422,3933.297544754458
sun397,87002,40,2,4096,0.047079377485575044,849.62890625,3.095703125,65.75497150421143,90.23477617191129,8142.3148307949305,1916.6518546163638
sun397,87002,40,2,8192,0.09415875497115009,424.814453125,4.31640625,45.84179401397705,88.96556776487027,7914.872247725725,944.8464754247124
sun397,87002,40,2,16384,0.18831750994230018,212.4072265625,6.0546875,32.15148448944092,88.24221013656941,7786.687649786472,468.5820780213508
sun397,87002,40,2,32768,0.37663501988460035,106.20361328125,8.4765625,22.506039142608643,87.35533124423914,7630.953896790743,231.93629543796672
sun397,87002,40,2,65536,0.7532700397692007,53.101806640625,11.875,15.764598846435547,86.53429639199064,7488.184452056885,114.87818686975051
sun397,87002,40,2,87002,1.0,40.0,13.59375,13.59375,85.97442388582782,7391.6015625,85.97442388582782
sun397,87002,40,4,192,0.0022068458196363304,18125.416666666668,0.709228515625,321.37655893961585,95.48390856126788,9117.176794136565,43267.14069087202
sun397,87002,40,4,1,1.149398864393922e-05,3480080.0,0.43121337890625,37516.42639160156,804.4273736965972,647103.3995524049,69986790.36635135
sun397,87002,40,4,2,2.298797728787844e-05,1740040.0,0.44921875,19541.46484375,592.5670395922581,351135.6964111328,25777258.78930282
sun397,87002,40,4,4,4.597595457575688e-05,870020.0,0.47027587890625,10228.73550415039,438.6491800659789,192413.10317255557,9540838.991025073
sun397,87002,40,4,8,9.195190915151376e-05,435010.0,0.49468994140625,5379.87678527832,326.27417499288396,106454.83726728708,3548313.2215913613
sun397,87002,40,4,16,0.00018390381830302752,217505.0,0.52398681640625,2849.243812561035,244.37399162014464,59718.64778036252,1328814.1261834889
sun397,87002,40,4,32,0.00036780763660605503,108752.5,0.5596923828125,1521.6986465454102,184.57336117734397,34067.32565630227,501820.3615359775
sun397,87002,40,4,64,0.0007356152732121101,54376.25,0.6048583984375,822.2482872009277,141.04521007312948,19893.751284573227,191737.7401059752
sun397,87002,40,4,128,0.0014712305464242201,27188.125,0.66436767578125,451.57278537750244,109.54640329418699,12000.414474692661,74459.03265156918
sun397,87002,40,4,256,0.0029424610928484403,13594.0625,0.7476806640625,254.10044193267822,87.17476404620768,7599.439486511983,29626.479771672504
sun397,87002,40,4,512,0.0058849221856968805,6797.03125,0.87158203125,148.10425758361816,71.85680473316445,5163.400386460125,12210.323682411667
sun397,87002,40,4,1024,0.011769844371393761,3398.515625,1.063232421875,90.33529996871948,61.98303631367093,3841.896790661849,5266.257934923827
sun397,87002,40,4,2048,0.023539688742787522,1699.2578125,1.35498046875,57.56152868270874,55.855079309392536,3119.7898846585304,2372.804497107309
sun397,87002,40,4,4096,0.047079377485575044,849.62890625,1.78955078125,38.01135182380676,52.162532282343044,2720.92977410648,1107.9698812569359
sun397,87002,40,4,8192,0.09415875497115009,424.814453125,2.4267578125,25.77304482460022,50.017971922104664,2501.797515200451,531.2089347127625
sun397,87002,40,4,16384,0.18831750994230018,212.4072265625,3.349609375,17.787030935287476,48.8178678658763,2383.184222970158,259.2316980021344
sun397,87002,40,4,32768,0.37663501988460035,106.20361328125,4.6484375,12.342021465301514,47.9045364887763,2294.8446162045,127.1908716917882
sun397,87002,40,4,65536,0.7532700397692007,53.101806640625,6.42578125,8.53051483631134,46.82530183053441,2192.608891520649,62.16270309234855
sun397,87002,40,4,87002,1.0,40.0,7.32421875,7.32421875,46.322426662622746,2145.7672119140625,46.322426662622746
sun397,87002,40,8,192,0.0022068458196363304,18125.416666666668,0.579681396484375,262.67417112986243,78.04289342174197,6090.693213637375,35363.999028533304
sun397,87002,40,8,1,1.149398864393922e-05,3480080.0,0.3697967529296875,32173.057098388672,689.8548266644385,475899.6818722226,60018749.62945948
sun397,87002,40,8,2,2.298797728787844e-05,1740040.0,0.3851318359375,16753.619995117188,508.02962225912347,258094.0970927477,22099796.59789413
sun397,87002,40,8,4,4.597595457575688e-05,870020.0,0.40283203125,8761.798095703125,375.7410238073278,141181.31697177887,8172555.138321283
sun397,87002,40,8,8,9.195190915151376e-05,435010.0,0.4229736328125,4599.944000244141,278.97347719934436,77826.2009806931,3033906.30791217
sun397,87002,40,8,16,0.00018390381830302752,217505.0,0.44647216796875,2427.748222351074,208.2231506932275,43356.88048461452,1132239.4097882612
sun397,87002,40,8,32,0.00036780763660605503,108752.5,0.4743194580078125,1289.5856714248657,156.41938201193395,24467.02306899533,425274.97105632117
sun397,87002,40,8,64,0.0007356152732121101,54376.25,0.50811767578125,690.7383441925049,118.48651603015166,14039.054480963387,161071.31043211336
sun397,87002,40,8,128,0.0014712305464242201,27188.125,0.5499267578125,373.7869358062744,90.67644406804085,8222.217508824542,61633.06239693508
sun397,87002,40,8,256,0.0029424610928484403,13594.0625,0.6036376953125,205.14721393585205,70.38027889118318,4953.383656800725,23918.847750354373
sun397,87002,40,8,512,0.0058849221856968805,6797.03125,0.6756591796875,114.81191396713257,55.70411963558337,3102.9489443753846,9465.566047919969
sun397,87002,40,8,1024,0.011769844371393761,3398.515625,0.7763671875,65.96240043640137,45.25971423133721,2048.441732302308,3845.3961499558595
sun397,87002,40,8,2048,0.023539688742787522,1699.2578125,0.9228515625,39.204068183898926,38.04183779991059,1447.1814231947064,1616.072252083897
sun397,87002,40,8,4096,0.047079377485575044,849.62890625,1.1419677734375,24.256220757961273,33.28652725111318,1107.9928964391002,707.0298935306027
sun397,87002,40,8,8192,0.09415875497115009,424.814453125,1.468505859375,15.59606283903122,30.267414598738387,916.1163864919217,321.45087950676725
sun397,87002,40,8,16384,0.18831750994230018,212.4072265625,1.95068359375,10.358482301235199,28.42964753996732,808.2448592467699,150.96656465284647
sun397,87002,40,8,32768,0.37663501988460035,106.20361328125,2.63671875,7.0007264614105225,27.17274128565042,738.357868976891,72.14608268231683
sun397,87002,40,8,65536,0.7532700397692007,53.101806640625,3.57421875,4.74493682384491,26.045684604826132,678.3776865340769,34.57682269270452
sun397,87002,40,8,87002,1.0,40.0,4.033203125,4.033203125,25.508216282217592,650.6690979003906,25.508216282217592
cifar100,50000,40,1,192,0.00384,10416.666666666668,1.7578125,457.763671875,179.40598702025233,32186.50817871094,46720.309119857375
cifar100,50000,40,1,1,2e-05,2000000.0,0.69091796875,34545.8984375,977.1055618935203,954735.279083252,48855278.09467601
cifar100,50000,40,1,2,4e-05,1000000.0,0.72021484375,18005.37109375,720.21484375,518709.4211578369,18005371.09375
cifar100,50000,40,1,4,8e-05,500000.0,0.75927734375,9490.966796875,536.8901585669342,288251.04236602783,6711126.982086677
cifar100,50000,40,1,8,0.00016,250000.0,0.8056640625,5035.400390625,402.83203125,162273.64540100098,2517700.1953125
cifar100,50000,40,1,16,0.00032,125000.0,0.8843994140625,2763.7481689453125,312.6824114805015,97770.29044926167,977132.5358765671
cifar100,50000,40,1,32,0.00064,62500.0,0.9716796875,1518.2495117187498,242.919921875,59010.0884437561,379562.37792968744
cifar100,50000,40,1,64,0.00128,31250.0,1.15234375,900.2685546874999,203.70751997073393,41496.75369262695,159146.49997713586
cifar100,50000,40,1,128,0.00256,15625.0,1.484375,579.833984375,185.546875,34427.642822265625,72479.248046875
cifar100,50000,40,1,256,0.00512,7812.5,1.9921875,389.09912109374994,176.0861613306344,31006.336212158203,34391.82838488953
cifar100,50000,40,1,512,0.01024,3906.25,2.734375,267.02880859375,170.8984375,29206.275939941406,16689.300537109375
cifar100,50000,40,1,1024,0.02048,1953.125,3.7890625,185.01281738281247,167.4544867556033,28041.00513458252,8176.488611113442
cifar100,50000,40,1,2048,0.04096,976.5625,5.3125,129.69970703125,166.015625,27561.187744140625,4053.115844726562
cifar100,50000,40,1,4096,0.08192,488.28125,7.5,91.55273437499999,165.7281518405971,27465.8203125,2023.0487285229135
cifar100,50000,40,1,8192,0.16384,244.140625,10.546875,64.37301635742188,164.794921875,27157.366275787354,1005.8283805847167
cifar100,50000,40,1,16384,0.32768,122.0703125,14.84375,45.29953002929687,164.00181692559087,26896.59595489502,500.49382606686663
cifar100,50000,40,1,32768,0.65536,61.03515625,20.9375,31.94808959960937,163.57421875,26756.52503967285,249.5944499969482
cifar100,50000,40,1,50000,1.0,40.0,25.625,25.625,162.06673008362944,26265.625,162.06673008362944
cifar100,50000,40,2,192,0.00384,10416.666666666668,1.09130859375,284.1949462890625,111.38121694173998,12405.775487422945,29005.525245244786
cifar100,50000,40,2,1,2e-05,2000000.0,0.5426025390625,27130.126953124996,767.3558697202646,588835.0307941437,38367793.486013226
cifar100,50000,40,2,2,4e-05,1000000.0,0.56640625,14160.156249999998,566.40625,320816.0400390625,14160156.249999998
cifar100,50000,40,2,4,8e-05,500000.0,0.594482421875,7431.030273437499,420.36255180401446,176704.67495918274,5254531.897550181
cifar100,50000,40,2,8,0.00016,250000.0,0.6298828125,3936.7675781249995,314.94140625,99188.08937072754,1968383.7890624998
cifar100,50000,40,2,16,0.00032,125000.0,0.673828125,2105.712890625,238.2342182708583,56755.54275512695,744481.9320964321
cifar100,50000,40,2,32,0.00064,62500.0,0.73486328125,1148.223876953125,183.7158203125,33751.50263309479,287055.96923828125
cifar100,50000,40,2,64,0.00128,31250.0,0.821533203125,641.8228149414062,145.22792472489823,21091.150119900703,113459.31619132674
cifar100,50000,40,2,128,0.00256,15625.0,0.9619140625,375.74768066406244,120.2392578125,14457.479119300842,46968.460083007805
cifar100,50000,40,2,256,0.00512,7812.5,1.20361328125,235.0807189941406,106.38538913725829,11317.851021885872,20778.396315870756
cifar100,50000,40,2,512,0.01024,3906.25,1.572265625,153.54156494140625,98.2666015625,9656.324982643127,9596.34780883789
cifar100,50000,40,2,1024,0.02048,1953.125,2.109375,102.99682617187499,93.22208541033586,8690.357208251953,4551.859639176556
cifar100,50000,40,2,2048,0.04096,976.5625,2.900390625,70.81031799316406,90.63720703125,8215.103298425674,2212.822437286377
cifar100,50000,40,2,4096,0.08192,488.28125,4.04296875,49.35264587402343,89.33783185157186,7981.248199939728,1090.549705219383
cifar100,50000,40,2,8192,0.16384,244.140625,5.6640625,34.57069396972656,88.5009765625,7832.422852516174,540.1670932769775
cifar100,50000,40,2,16384,0.32768,122.0703125,7.9296875,24.19948577880859,87.61149693656564,7675.774395465851,267.369070240984
cifar100,50000,40,2,32768,0.65536,61.03515625,11.1328125,16.987323760986328,86.97509765625,7564.667612314224,132.7134668827057
cifar100,50000,40,2,50000,1.0,40.0,13.59375,13.59375,85.97442388582782,7391.6015625,85.97442388582782
cifar100,50000,40,4,192,0.00384,10416.666666666668,0.78857421875,205.35786946614581,80.48351917714096,6477.5968591372175,20959.249785713793
cifar100,50000,40,4,1,2e-05,2000000.0,0.44525146484375,22262.573242187496,629.6806602485186,396497.7338910103,31484033.01242593
cifar100,50000,40,4,2,4e-05,1000000.0,0.4656982421875,11642.456054687498,465.6982421875,216874.8527765274,11642456.054687498
cifar100,50000,40,4,4,8e-05,500000.0,0.489501953125,6118.774414062499,346.13015045874704,119806.08105659485,4326626.8807343375
cifar100,50000,40,4,8,0.00016,250000.0,0.517578125,3234.8632812499995,258.7890625,66971.7788696289,1617431.6406249998
cifar100,50000,40,4,16,0.00032,125000.0,0.5517578125,1724.2431640624998,195.07584539570283,38054.585456848145,609612.0168615712
cifar100,50000,40,4,32,0.00064,62500.0,0.59478759765625,929.3556213378905,148.6968994140625,22110.76789535582,232338.90533447263
cifar100,50000,40,4,64,0.00128,31250.0,0.65093994140625,508.54682922363276,115.07101167838333,13241.33772868663,89899.22787373696
cifar100,50000,40,4,128,0.00256,15625.0,0.7281494140625,284.43336486816406,91.0186767578125,8284.399518743157,35554.17060852051
cifar100,50000,40,4,256,0.00512,7812.5,0.84228515625,164.50881958007812,74.44819320964322,5542.5334721803665,14540.66273625844
cifar100,50000,40,4,512,0.01024,3906.25,1.01806640625,99.42054748535155,63.629150390625,4048.6687794327736,6213.784217834472
cifar100,50000,40,4,1024,0.02048,1953.125,1.28662109375,62.82329559326171,56.86115626301736,3233.191091567278,2776.4236456551444
cifar100,50000,40,4,2048,0.04096,976.5625,1.68701171875,41.18680953979492,52.7191162109375,2779.305214062333,1287.0877981185913
cifar100,50000,40,4,4096,0.08192,488.28125,2.2802734375,27.83536911010742,50.38740033174403,2538.8901121914387,615.0805704558597
cifar100,50000,40,4,8192,0.16384,244.140625,3.134765625,19.13309097290039,48.980712890625,2399.110235273838,298.9545464515686
cifar100,50000,40,4,16384,0.32768,122.0703125,4.3505859375,13.27693462371826,48.06763778970443,2310.497802682221,146.69078915315072
cifar100,50000,40,4,32768,0.65536,61.03515625,6.03515625,9.208917617797852,47.149658203125,2223.0902686715126,71.94466888904572
cifar100,50000,40,4,50000,1.0,40.0,7.32421875,7.32421875,46.322426662622746,2145.7672119140625,46.322426662622746
cifar100,50000,40,8,192,0.00384,10416.666666666668,0.628662109375,163.7140909830729,64.16255785793746,4116.833830873172,16708.99944217121
cifar100,50000,40,8,1,2e-05,2000000.0,0.3818511962890625,19092.559814453125,540.019140600383,291620.6722147763,27000957.03001915
cifar100,50000,40,8,2,4e-05,1000000.0,0.399017333984375,9975.433349609375,399.017333984375,159214.83281999826,9975433.349609375
cifar100,50000,40,8,4,8e-05,500000.0,0.418701171875,5233.7646484375,296.06643792356664,87655.33566474915,3700830.474044583
cifar100,50000,40,8,8,0.00016,250000.0,0.441436767578125,2758.9797973632812,220.7183837890625,48716.60494245589,1379489.8986816406
cifar100,50000,40,8,16,0.00032,125000.0,0.468292236328125,1463.4132385253904,165.56630794231526,27412.20232564956,517394.71231973515
cifar100,50000,40,8,32,0.00064,62500.0,0.5008697509765625,782.6089859008788,125.21743774414062,15679.406715207733,195652.2464752197
cifar100,50000,40,8,64,0.00128,31250.0,0.540771484375,422.4777221679687,95.5957959184694,9138.556197285652,74684.21556130421
cifar100,50000,40,8,128,0.00256,15625.0,0.59173583984375,231.14681243896482,73.96697998046875,5471.114127431065,28893.351554870602
cifar100,50000,40,8,256,0.00512,7812.5,0.6591796875,128.74603271484375,58.26380338145991,3394.670784473419,11379.649097941387
cifar100,50000,40,8,512,0.01024,3906.25,0.75286865234375,73.52232933044434,47.054290771484375,2214.1062800073996,4595.145583152771
cifar100,50000,40,8,1024,0.02048,1953.125,0.888671875,43.392181396484375,39.2741193163915,1542.4564480781555,1917.6816072456784
cifar100,50000,40,8,2048,0.04096,976.5625,1.0906982421875,26.628375053405758,34.084320068359375,1161.7408745223656,832.1367204189299
cifar100,50000,40,8,4096,0.08192,488.28125,1.392822265625,17.002224922180176,30.77731465659526,947.2430974710733,375.6996418041413
cifar100,50000,40,8,8192,0.16384,244.140625,1.839599609375,11.228024959564207,28.743743896484375,826.2028131866828,175.43788999319074
cifar100,50000,40,8,16384,0.32768,122.0703125,2.48291015625,7.577240467071532,27.43254075877071,752.5442924816161,83.71747057730319
cifar100,50000,40,8,32768,0.65536,61.03515625,3.36669921875,5.1371753215789795,26.302337646484375,691.8129656696692,40.13418219983578
cifar100,50000,40,8,50000,1.0,40.0,4.033203125,4.033203125,25.508216282217592,650.6690979003906,25.508216282217592
svhn_cropped,73257,40,1,192,0.002620909947172284,15261.875,1.494140625,570.0846862792969,184.58458109606855,34071.4675784111,70427.67009038903
svhn_cropped,73257,40,1,1,1.3650572641522311e-05,2930280.0,0.67626953125,49541.47705078125,1157.6422843445978,1340135.6585025787,84805400.8242322
svhn_cropped,73257,40,1,2,2.7301145283044623e-05,1465140.0,0.703125,25754.4140625,851.0833657802345,724342.8955078125,31173907.063481323
svhn_cropped,73257,40,1,4,5.4602290566089246e-05,732570.0,0.7373046875,13503.182373046875,631.0613174586075,398238.3863925934,11557414.733266303
svhn_cropped,73257,40,1,8,0.00010920458113217849,366285.0,0.77880859375,7131.647644042969,471.3465168123174,222167.5389111042,4316178.972764992
svhn_cropped,73257,40,1,16,0.00021840916226435698,183142.5,0.83251953125,3811.742706298828,356.27799545262445,126934.01004374027,1631241.0695545569
svhn_cropped,73257,40,1,32,0.00043681832452871396,91571.25,0.9130859375,2090.310516357422,276.30657882101366,76345.32549977303,632543.4701465938
svhn_cropped,73257,40,1,64,0.0008736366490574279,45785.625,1.0400390625,1190.470962524414,222.5431467196745,49525.45215189457,254731.92655067492
svhn_cropped,73257,40,1,128,0.0017472732981148559,22892.8125,1.279296875,732.1675872802734,193.56236270349086,37466.38825535774,110779.67191070024
svhn_cropped,73257,40,1,256,0.0034945465962297117,11446.40625,1.689453125,483.4541702270508,180.75100649062765,32670.926347374916,51723.736259702775
svhn_cropped,73257,40,1,512,0.0069890931924594234,5723.203125,2.28515625,326.96033477783203,172.87630867411016,29886.21810078621,24735.1557510533
svhn_cropped,73257,40,1,1024,0.013978186384918847,2861.6015625,3.1640625,226.3571548461914,169.25816792763976,28648.3274102211,12108.735945190534
svhn_cropped,73257,40,1,2048,0.027956372769837694,1430.80078125,4.4140625,157.8911018371582,166.96600752285852,27877.647668123245,5972.377350147483
svhn_cropped,73257,40,1,4096,0.05591274553967539,715.400390625,6.171875,110.3840446472168,165.07895390473507,27251.061022281647,2952.438702685346
svhn_cropped,73257,40,1,8192,0.11182549107935078,357.7001953125,8.671875,77.54828453063965,164.0108569472327,26899.561196565628,1466.667889084891
svhn_cropped,73257,40,1,16384,0.22365098215870155,178.85009765625,12.265625,54.842705726623535,164.0341503990089,26907.202497124672,733.4380954455686
svhn_cropped,73257,40,1,32768,0.4473019643174031,89.425048828125,17.34375,38.774142265319824,164.0108569472327,26899.561196565628,366.66697227122273
svhn_cropped,73257,40,1,65536,0.8946039286348062,44.7125244140625,24.0625,26.897377967834473,160.89973988183039,25888.72629404068,179.8558386920662
svhn_cropped,73257,40,1,73257,1.0,40.0,25.625,25.625,162.06673008362944,26265.625,162.06673008362944
svhn_cropped,73257,40,2,192,0.002620909947172284,15261.875,0.96923828125,369.8098373413086,119.73869067833205,14337.35404536128,45685.92324490922
svhn_cropped,73257,40,2,1,1.3650572641522311e-05,2930280.0,0.531005859375,38899.896240234375,908.9790499817691,826242.9133057594,66589078.26451446
svhn_cropped,73257,40,2,2,2.7301145283044623e-05,1465140.0,0.5523681640625,20232.41729736328,668.6028177353405,447029.72788363695,24489918.30941892
svhn_cropped,73257,40,2,4,5.4602290566089246e-05,732570.0,0.5780029296875,10585.690155029297,494.71445996134213,244742.3968948424,9060324.298347011
svhn_cropped,73257,40,2,8,0.00010920458113217849,366285.0,0.609130859375,5577.887420654297,368.65503430932034,135906.53432160616,3375820.231049735
svhn_cropped,73257,40,2,16,0.00021840916226435698,183142.5,0.648193359375,2967.7938079833984,277.3953307702985,76948.16953316331,1270071.8591399847
svhn_cropped,73257,40,2,32,0.00043681832452871396,91571.25,0.699462890625,1601.2672805786133,211.66265997919896,44801.08162946999,484555.3588155056
svhn_cropped,73257,40,2,64,0.0008736366490574279,45785.625,0.76904296875,880.2778244018555,164.55655215187198,27078.858856111765,188358.11470296385
svhn_cropped,73257,40,2,128,0.0017472732981148559,22892.8125,0.875244140625,500.92000007629395,132.42768517023183,17537.091799546033,75791.0541602787
svhn_cropped,73257,40,2,256,0.0034945465962297117,11446.40625,1.05712890625,302.5081729888916,113.09997949485805,12791.60536173731,32364.707804120375
svhn_cropped,73257,40,2,512,0.0069890931924594234,5723.203125,1.35009765625,193.1720781326294,102.13739177006721,10432.046797592193,14613.825993944949
svhn_cropped,73257,40,2,1024,0.013978186384918847,2861.6015625,1.787109375,127.84987449645996,95.59952077394468,9139.26837220788,6839.1934505242825
svhn_cropped,73257,40,2,2048,0.027956372769837694,1430.80078125,2.431640625,86.97983264923096,91.97906166635347,8460.147785022855,3290.092832271512
svhn_cropped,73257,40,2,4096,0.05591274553967539,715.400390625,3.359375,60.082454681396484,89.85310149245073,8073.579847812653,1607.0235976641757
svhn_cropped,73257,40,2,8192,0.11182549107935078,357.7001953125,4.6875,41.917991638183594,88.65451726877444,7859.623432159424,792.7934535594005
svhn_cropped,73257,40,2,16384,0.22365098215870155,178.85009765625,6.5625,29.342594146728516,87.76349448099839,7702.430963516235,392.41273896450804
svhn_cropped,73257,40,2,32768,0.4473019643174031,89.425048828125,9.21875,20.609679222106934,87.17694198096153,7599.819213151932,194.89505733335264
svhn_cropped,73257,40,2,65536,0.8946039286348062,44.7125244140625,12.8125,14.321980476379395,85.67388746954605,7340.01499414444,95.76739462824303
svhn_cropped,73257,40,2,73257,1.0,40.0,13.59375,13.59375,85.97442388582782,7391.6015625,85.97442388582782
svhn_cropped,73257,40,4,192,0.002620909947172284,15261.875,0.731201171875,278.98752212524414,90.33183339587015,8159.84012465924,34465.828745214894
svhn_cropped,73257,40,4,1,1.3650572641522311e-05,2930280.0,0.43548583984375,31902.386169433594,745.4673013356232,555721.4973606169,54610698.09394375
svhn_cropped,73257,40,4,2,2.7301145283044623e-05,1465140.0,0.4541015625,16633.05908203125,549.6580070664015,302123.92473220825,20133148.31183169
svhn_cropped,73257,40,4,4,5.4602290566089246e-05,732570.0,0.47576904296875,8713.35319519043,407.2121663567753,165821.74842897803,7457785.417699573
svhn_cropped,73257,40,4,8,0.00010920458113217849,366285.0,0.50140380859375,4591.417350769043,303.45702473457584,92086.16586076096,2778793.907622603
svhn_cropped,73257,40,4,16,0.00021840916226435698,183142.5,0.53192138671875,2435.435314178467,227.63656381008957,51818.405183264986,1042248.2346897332
svhn_cropped,73257,40,4,32,0.00043681832452871396,91571.25,0.56976318359375,1304.3481731414795,172.41456639666862,29726.782705751248,394705.43407877354
svhn_cropped,73257,40,4,64,0.0008736366490574279,45785.625,0.61798095703125,707.3661088943481,132.23294369346857,17485.551397840027,151359.19931488167
svhn_cropped,73257,40,4,128,0.0017472732981148559,22892.8125,0.682373046875,390.53595542907715,103.2455732359269,10659.648392815143,59089.53873862732
svhn_cropped,73257,40,4,256,0.0034945465962297117,11446.40625,0.7733154296875,221.2920641899109,82.7353776096912,6845.142708218191,23675.568584191984
svhn_cropped,73257,40,4,512,0.0069890931924594234,5723.203125,0.911865234375,130.46974897384644,68.98429624976511,4758.833129075356,9870.278496814537
svhn_cropped,73257,40,4,1024,0.013978186384918847,2861.6015625,1.124267578125,80.43014645576477,60.14150179836274,3617.0002385624684,4302.5253879322845
svhn_cropped,73257,40,4,2048,0.027956372769837694,1430.80078125,1.446533203125,51.74252092838287,54.71645987682172,2993.890981451841,1957.2088384747701
svhn_cropped,73257,40,4,4096,0.05591274553967539,715.400390625,1.92626953125,34.45134937763214,51.521872876121826,2654.5033846632577,921.4691995327287
svhn_cropped,73257,40,4,8192,0.11182549107935078,357.7001953125,2.626953125,23.491541147232056,49.68346905270901,2468.4470971114933,444.29466459891404
svhn_cropped,73257,40,4,16384,0.22365098215870155,178.85009765625,3.623046875,16.199557185173035,48.45276257805119,2347.6702014449984,216.6445329699888
svhn_cropped,73257,40,4,32768,0.4473019643174031,89.425048828125,5.029296875,11.243627965450287,47.559454576477954,2261.9017196120694,106.32516369351336
svhn_cropped,73257,40,4,65536,0.8946039286348062,44.7125244140625,6.9140625,7.7286297082901,46.23255512838308,2137.449153698981,51.679356247557976
svhn_cropped,73257,40,4,73257,1.0,40.0,7.32421875,7.32421875,46.322426662622746,2145.7672119140625,46.322426662622746
svhn_cropped,73257,40,8,192,0.002620909947172284,15261.875,0.593719482421875,226.53181314468384,73.3474882602944,5379.8540340940235,27985.50493481451
